order_id,order_date,customer_id,product_id,store_id,channel,qty,unit_price,discount_pct,shipping_cost,payment_method,order_status
ORD101623,2025-12-30,C26564,P1167,S10,Offline,1,828000,15.0,0.0,,Retur
ORD108602,2024-11-09,C20790,P1017,S99,Online,1,3413000,35.0,,TRANSFER BANK,Selesai
ORD100041,2025-02-23,C26112,P1149,S08,Offline,1,1086000,10.0,0.0,Kartu Kredit,Selesai
ORD102474,2024-05-04,C22905,P1152,S99,Online,1,173000,0.0,126000.0,Cash on Delivery,Selesai
ORD111203,2024-09-10,C21907,P1019,S11,Offline,1,6415000,0.0,0.0,Tunai,Selesai
ORD102527,2025-11-16,C23253,P1079,S06,Offline,1,5830000,35.0,0.0,E-Wallet,Selesai
ORD107077,2025-02-07,C24293,P1002,S02,Offline,1,6269000,0.0,0.0,E-Wallet,Selesai
ORD100318,2024-03-28,C20738,P1044,S05,Offline,1,12738000,0.0,0.0,Cicilan 0%,Selesai
ORD105145,2024-07-19,C25965,P1019,S99,online,1,6255000,0.0,266000.0,COD,Selesai
ORD104281,2025-07-03,C22310,P1148,S03,Offline,1,1511000,0.0,0.0,Transfer Bank,Selesai
ORD108106,2024-06-26,C24928,P1063,S99, Online ,1,2977000,30.0,165000.0,Tunai,Selesai
ORD108379,2025-12-24,C24825,P1146,S07,Offline,1,136000,30.0,0.0,COD,Selesai
ORD110236,2025-03-25,C21970,P1133,S06,Offline,1,947000,0.0,0.0,Transfer Bank,Selesai
ORD102055,2024-06-22,C25317,P1095,S99,Online,1,1098000,5.0,232000.0,E-Wallet,Selesai
ORD107013,2025-10-02,C24571,P1134,S99,Online,1,2006000,5.0,109000.0,Credit Card,Selesai
ORD106810,2025-09-16,C20535,P1111,S99,Online,1,859000,,177000.0,E-Wallet,Selesai
ORD111564,2024-12-21,C22402,P1058,S06,Offline,1,1953000,15.0,0.0,e-wallet,Selesai
ORD108251,2024-03-05,C23676,P1013,S08,offline,2,10114000,5.0,0.0,E-Wallet,Selesai
ORD101275,2024-03-17,C23713,P1141,S06,Offline,1,329000,0.0,0.0,Kartu Kredit,Selesai
ORD103469,08/04/2024,C24564,P1142,S02,Offline,1,2382000,15.0,0.0,Tunai,Selesai
ORD110936,2025-11-27,C22407,P1118,S04,Offline,1,779000,15.0,0.0,Transfer Bank,Selesai
ORD102357,2025-07-27,C26058,P1151,S10,Offline,1,94000,5.0,0.0,Cicilan 0%,Selesai
ORD105553,2024-03-15,C24105,P1046,S02,Offline,1,5041000,10.0,0.0,Kartu Kredit,Selesai
ORD100085,2025-04-27,C24200,P1081,S99,Online,1,3842000,20.0,462000.0,COD,Retur
ORD108344,2025-07-13,C22436,P1148,S99,online,3,1480000,10.0,198000.0,Cicilan 0%,Retur
ORD105632,2025-04-10,C21132,P1045,S99,Online,2,12961000,10.0,109000.0,Cicilan 0%,Selesai
ORD103034,29/11/2025,C23400,P1017,S99,Online,1,3722000,35.0,70000.0,e-wallet,Selesai
ORD101035,30/03/2024,C21844,P1157,S99,Online,4,1282000,0.0,365000.0,Kartu Kredit,Selesai
ORD106497,2024-02-16,C25604,P1050,S06,Offline,1,3501000,0.0,0.0,Transfer Bank,Selesai
ORD108539,2025-04-13,C24389,P1124,S11,Offline,1,925000,,0.0,E-Wallet,Selesai
ORD108235,2025-02-25,C21280,P1136,S99, Online ,2,1827000,10.0,405000.0,Tunai,Dibatalkan
ORD102389,2024-02-25,C21610,P1058,S99,ONLINE,1,2205000,30.0,75000.0,Tunai,Selesai
ORD111339,2025-01-01,C23750,P1102,S99,online,1,618000,0.0,237000.0,Transfer Bank,Selesai
ORD106032,2025-08-09,C20811,P1058,S10,Offline,1,2034000,5.0,,Tunai,Selesai
ORD102894,2025-05-27,C26398,P1108,S99,ONLINE,1,148000,20.0,258000.0,Transfer Bank,Selesai
ORD105169,2025-03-16,C24011,P1032,S99,Online,3,6076000,,94000.0,Transfer Bank,Selesai
ORD105809,2025-03-24,C21776,P1153,S99,Online,1,Rp 1.319.000,15.0,412000.0,Cicilan 0 %,Selesai
ORD106606,2024-02-09,C21266,P1121,S99,Online,1,Rp 641.000,15.0,108000.0,E-Wallet,Selesai
ORD108743,2024-09-20,C25371,P1018,S04,Offline,1,6862000,20.0,0.0,Transfer Bank,Selesai
ORD110312,2024-04-25,C23457,P1053,S09,Offline,1,9835000,10.0,0.0,Cicilan 0%,Dibatalkan
ORD108777,2025-04-28,C21011,P1012,S99,ONLINE,1,2772000,5.0,49000.0,e-wallet,Selesai
ORD110951,2024-06-27,C26344,P1018,S04,Offline,1,7217000,5.0,0.0,COD,Selesai
ORD109698,2025-11-07,C25252,P1102,S99,Online,2,669000,40.0,48000.0,Transfer Bank,Selesai
ORD109271,2024-12-03,C24547,P1021,S07,Offline,1,6433000,15.0,0.0,Cash on Delivery,Selesai
ORD101697,2025-10-17,C26628,P1085,S08,Offline,2,3312000,20.0,,transfer bank,Selesai
ORD101643,2024-06-09,C21170,P1170,S11,Offline,1,256000,0.0,0.0,COD,Dibatalkan
ORD109229,2025-11-27,C24479,P1148,S99,ONLINE,1,1484000,30.0,401000.0,TRANSFER BANK,Selesai
ORD109319,10/05/2024,C24168,P1012,S99,Online,2,Rp 2.941.000,15.0,148000.0,E-Wallet,Dibatalkan
ORD100898,2024-09-24,C22111,P1144,S06,Offline,1,2622000,10.0,0.0,COD,Selesai
ORD102227,2025-08-20,C26474,P1105,,Online,1,Rp 377.000,30.0,513000.0,E-Wallet,Selesai
ORD107856,2025-05-03,C21685,P1051,S05,offline,1,10721000,0.0,0.0,Kartu Kredit,Selesai
ORD100958,2024-10-17,C22068,P1109,S03,Offline,3,Rp 2.118.000,5.0,0.0,Transfer Bank,Selesai
ORD108809,2024-10-28,C20906,P1052,S04,Offline,1,6015000,15.0,0.0,E-Wallet,Selesai
ORD103707,2024-11-07,C24279,P1092,S99,Online,1,1203000,20.0,305000.0,Tunai,Selesai
ORD103501,2025-12-28,C25305,P1010,S07,Offline,1,8519000,20.0,0.0,Transfer Bank,Selesai
ORD100465,2024-12-14,C25339,P1114,S99,Online,1,2246000,,246000.0,Tunai,Selesai
ORD104313,30/10/2024,C23874,P1057,S99,Online,1,1,25.0,281000.0,Transfer Bank,Dibatalkan
ORD106560,2025-06-23,C20967,P1025,S11,Offline,1,Rp 4.783.000,,0.0,Tunai,Selesai
ORD111887,2025-07-13,C25150,P1079,S04,Offline,1,Rp 5.902.000,5.0,0.0,Kartu Kredit,Selesai
ORD102807,2025-03-17,C25034,P1101,S99,Online,1,1063000,0.0,264000.0,Transfer Bank,Selesai
ORD102766,2024-11-10,C21993,P1124,S99, Online ,1,1006000,30.0,441000.0,Tunai,Selesai
ORD100868,04/01/2024,C22938,P1135,S07,Offline,1,2404000,0.0,0.0,Credit Card,Selesai
ORD103468,2025-09-17,C25535,P1115,S12,Offline,1,668000,5.0,0.0,Transfer Bank,Selesai
ORD104245,2024-07-10,C23803,P1143,S02,Offline,2,2760000,10.0,0.0,Cicilan 0%,Selesai
ORD101373,2024-04-04,C21502,P1054,S11,Offline,2,2135000,0.0,0.0,Transfer Bank,Selesai
ORD101358,2024-03-23,C23433,P1154,S99,Online,2,135000,15.0,64000.0,Kartu Kredit,Selesai
ORD103448,2024-06-16,C22538,P1068,S99,Online,1,6852000,10.0,454000.0,Tunai,Selesai
ORD111582,2025-12-06,C23030,P1167,S09,Offline,3,852000,15.0,0.0,cod,Selesai
ORD105948,2025-08-23,C21482,P1087,S99,Online,1,136000,5.0,280000.0,E-Wallet,Selesai
ORD103706,2025-03-20,C20797,P1111,S99,Online,2,902000,,46000.0,E-Wallet,Selesai
ORD101579,08/11/2025,C20206,P1045,S06,Offline,2,14243000,20.0,0.0,Cicilan 0 %,Selesai
ORD105502,2024-10-21,C20052,P1146,,Offline,1,134000,10.0,,kartu kredit,Selesai
ORD101662,2025-11-02,C22691,P1151,S99, Online ,2,86000,25.0,107000.0,Kartu Kredit,Selesai
ORD104128,2024-09-01,C23793,P1143,S07,Offline,1,Rp 3.118.000,0.0,,Transfer Bank,Selesai
ORD102633,2024-03-05,C22793,P1045,S99,Online,1,13417000,10.0,460000.0,TRANSFER BANK,Selesai
ORD102303,2024-07-11,C22247,P1131,S04,Toko Fisik,1,2182000,5.0,0.0,Transfer Bank,Dibatalkan
ORD101413,12/05/2024,C22172,P1141,S99,ONLINE,1,317000,15.0,178000.0,Transfer Bank,Selesai
ORD104978,2024-02-28,C20860,P1015,S99,Online,1,5781000,10.0,472000.0,Transfer Bank,Selesai
ORD104269,2024-01-14,C22529,P1170,S99,Online,3,258000,0.0,277000.0,COD,Selesai
ORD102791,2024-08-18,C26497,P1118,S99, Online ,1,765000,5.0,36000.0,Cicilan 0%,Selesai
ORD110397,2025-11-04,C23141,P1120,S99,Online,1,121000,15.0,286000.0,Tunai,Selesai
ORD106021,2025-04-20,C22064,P1170,S99,Online,1,269000,20.0,337000.0,E-Wallet,Selesai
ORD101747,2025-03-02,C25999,P1142,S99,Online,1,2370000,5.0,499000.0,Cicilan 0 %,Selesai
ORD105090,2025-08-13,C25651,P1133,,Online,2,934000,5.0,460000.0,Kartu Kredit,Selesai
ORD107159,2025-10-27,C25827,P1113,S99,ONLINE,1,1047000,5.0,205000.0,Kartu Kredit,Selesai
ORD108970,2025-07-01,C25937,P1057,S01,Offline,1,7793000,,0.0,E Wallet,Selesai
ORD105318,2024-02-26,C23115,P1033,S99,Online,2,4500000,30.0,281000.0,E-Wallet,Selesai
ORD104708,2024-06-15,C23989,P1029,S05,OFFLINE,1,5730000,0.0,0.0,e-wallet,Selesai
ORD101111,2024-03-20,C25080,P1048,S07,Offline,1,2613000,0.0,0.0,Transfer Bank,Dibatalkan
ORD111555,2025-11-08,C20898,P1165,S99,Online,2,1143000,35.0,292000.0,Cicilan 0%,Selesai
ORD103146,2024-07-02,C23644,P1100,S99,Online,1,1140000,,204000.0,COD,Selesai
ORD107660,2025-02-11,C23392,P1166,S11,Toko Fisik,2,1010000,5.0,0.0,Cash,Selesai
ORD103708,2025-11-22,C22170,P1094,S99,Online,1,428000,30.0,480000.0,Cash on Delivery,Selesai
ORD108594,2024-03-23,C22696,P1126,S99,Online,3,1340000,25.0,207000.0,Transfer Bank,Selesai
ORD108265,2024-09-19,C22087,P1110,S99,ONLINE,2,Rp 1.348.000,,414000.0,E Wallet,Selesai
ORD102002,2025-07-20,C23591,P1107,S99,Online,1,Rp 999.000,20.0,,Transfer Bank,Selesai
ORD107111,26/08/2024,C21598,P1094,S99,ONLINE,2,427000,0.0,375000.0,Kartu Kredit,Selesai
ORD110089,2024-05-03,C25114,P1107,S99,Online,1,1018000,5.0,,Transfer Bank,Selesai
ORD105640,2025-04-18,C21647,P1146,S11,OFFLINE,3,145000,0.0,0.0,COD,Selesai
ORD108490,2024-02-08,C22275,P1134,S05,Offline,1,2007000,5.0,0.0,Kartu Kredit,Selesai
ORD110496,10/11/2025,C25891,P1166,S99,Online,1,907000,30.0,,E-Wallet,Selesai
ORD102319,2025-07-30,C23971,P1091,S99, Online ,1,686000,0.0,349000.0,Kartu Kredit,Selesai
ORD104048,2025-11-27,C23957,P1073,S06,offline,1,6778000,25.0,0.0,Transfer Bank,Selesai
ORD111139,16/08/2025,C23859,P1095,S99,Online,1,1206000,10.0,227000.0,Tunai,Selesai
ORD101219,2024-11-09,C23230,P1167,S09,Offline,2,801000,10.0,0.0,cod,Selesai
ORD105905,2025-03-03,C24763,P1112,S99,Online,1,1706000,30.0,504000.0,Kartu Kredit,Selesai
ORD106605,2024-12-30,C22556,P1119,S99, Online ,1,881000,,302000.0,Transfer Bank,Selesai
ORD110642,2025-11-27,C24745,P1041,S99,Online,1,5424000,35.0,346000.0,Kartu Kredit,Selesai
ORD104341,2025-08-15,C21228,P1010,S02,Offline,1,9167000,0.0,0.0,Transfer Bank,Selesai
ORD106487,10/03/2025,C21113,P1168,S99,Online,1,737000,25.0,50000.0,,Selesai
ORD104220,2024-03-29,C20758,P1033,S99,Online,1,4219000,5.0,122000.0,Transfer Bank,Selesai
ORD105641,2024-04-16,C23748,P1157,S11,Offline,1,1192000,0.0,0.0,Kartu Kredit,Selesai
ORD104256,2025-03-23,C22595,P1025,S99,Online,2,4853000,0.0,478000.0,Transfer Bank,Selesai
ORD102701,2025-09-15,C20214,P1067,S99,Online,1,5313000,0.0,326000.0,Kartu Kredit,Selesai
ORD101470,2025-11-29,C24424,P1029,S03,Offline,1,5498000,15.0,0.0,Cicilan 0%,Selesai
ORD109825,2025-03-23,C24017,P1020,S99,Online,1,8640000,10.0,506000.0,cicilan 0%,Selesai
ORD101795,2024-11-13,C22156,P1164,S99,Online,1,319000,10.0,202000.0,Transfer Bank,Selesai
ORD107149,2024-03-19,C23704,P1136,S01,Offline,1,1652000,0.0,0.0,Tunai,Selesai
ORD111365,2024-08-27,C22546,P1128,S99,online,1,1821000,15.0,165000.0,cicilan 0%,Selesai
ORD106719,2025-08-12,C25554,P1061,S99,Online,1,8629000,15.0,471000.0,Transfer Bank,Selesai
ORD100543,2025-04-01,C25879,P1165,S99,ONLINE,1,1079000,25.0,88000.0,E-Wallet,Selesai
ORD109470,2025-04-05,C24112,P1022,S99, Online ,1,5839000,15.0,,TRANSFER BANK,Selesai
ORD106862,2025-08-18,C20494,P1078,S99,Online,1,1749000,15.0,120000.0,E-Wallet,Selesai
ORD102913,2024-11-09,C20911,P1080,S99,Online,1,Rp 6.729.000,35.0,81000.0,Transfer Bank,Selesai
ORD103233,17/04/2024,C22228,P1061,S99,Online,2,Rp 8.285.000,25.0,451000.0,Tunai,Selesai
ORD111372,2025-07-23,C23496,P1043,S99,Online,1,1707000,25.0,147000.0,Transfer Bank,Selesai
ORD105267,2025-11-16,C25986,P1004,S99,Online,1,Rp 9.312.000,20.0,399000.0,E-Wallet,Selesai
ORD105476,2025-08-02,C25550,P1099,S12,Offline,2,150000,0.0,0.0,E-Wallet,Selesai
ORD108722,2024-10-09,C24870,P1154,S99,Online,1,132000,,187000.0,TRANSFER BANK,Selesai
ORD107195,2024-03-22,C21736,P1136,S99,Online,1,1839000,15.0,,Transfer Bank,Selesai
ORD107477,2025-03-29,C21495,P1001,S99,Online,1,9986000,0.0,95000.0,Transfer Bank,Selesai
ORD108751,2024-07-05,C21804,P1118,S99,Online,1,810000,20.0,294000.0,tunai,Selesai
ORD102531,2025-01-07,C22096,P1057,S99,Online,1,7701000,0.0,368000.0,Cash,Selesai
ORD106143,2025-12-14,C20286,P1094,S99,online,2,458000,15.0,116000.0,Cash,Selesai
ORD108406,2024-06-21,C22703,P1111,S99,Online,1,875000,15.0,133000.0,E-Wallet,Selesai
ORD108165,13/11/2025,C24649,P1029,S99,Online,1,5423000,30.0,520000.0,KARTU KREDIT,Selesai
ORD100733,2025-04-04,C23112,P1128,S06,Offline,2,1865000,10.0,0.0,E-Wallet,Selesai
ORD102390,2025-03-19,C24216,P1155,S99,Online,1,794000,10.0,224000.0,E-Wallet,Selesai
ORD103470,2025-02-01,C21942,P1032,S08,Offline,1,6011000,5.0,0.0,Transfer Bank,Selesai
ORD102216,27/06/2024,C22424,P1151,S09,Offline,1,90000,0.0,0.0,Transfer Bank,Selesai
ORD110711,2025-06-12,C24912,P1008,S99,Online,3,4396000,,65000.0,Kartu Kredit,Selesai
ORD111778,2025-06-09,C25722,P1104,S99,Online,1,671000,15.0,211000.0,Kartu Kredit,Selesai
ORD109009,2024-05-29,C25159,P1030,S99,Online,1,3342000,0.0,496000.0,Transfer Bank,Retur
ORD102889,2025-07-09,C24885,P1068,S02,Offline,2,6739000,15.0,0.0,Tunai,Selesai
ORD107142,2024-05-09,C20641,P1131,S01,Offline,1,2051000,0.0,0.0,COD,Retur
ORD108018,2024-12-31,C25055,P1164,S99,Online,1,318000,15.0,495000.0,Transfer Bank,Selesai
ORD105264,2024-06-04,C24649,P1020,S99, Online ,1,8454000,0.0,275000.0,COD,Selesai
ORD108313,2025-11-22,C26299,P1078,S99,Online,1,1921000,15.0,471000.0,Tunai,Selesai
ORD109028,15/07/2025,C23507,P1010,S01,Offline,2,8576000,0.0,0.0,Kartu Kredit,Selesai
ORD102507,29/09/2025,C22938,P1105,S01,Offline,1,406000,5.0,0.0,Transfer Bank,Selesai
ORD104395,2024-05-19,C24296,P1022,S99, Online ,1,5923000,0.0,91000.0,Cicilan 0%,Retur
ORD108459,2024-11-13,C24799,P1046,S04,Offline,1,5352000,10.0,0.0,Kartu Kredit,Selesai
ORD108678,01/01/2025,C25319,P1052,S09,offline,1,6425000,10.0,0.0,Transfer Bank,Selesai
ORD107745,05/01/2025,C26086,P1169,S99,online,1,402000,5.0,222000.0,Transfer Bank,Selesai
ORD111773,21/08/2024,C22263,P1072,S06,Offline,1,3400000,0.0,,Transfer Bank,Selesai
ORD101934,2025-12-06,C24836,P1092,S05,Offline,3,1194000,15.0,0.0,E-Wallet,Selesai
ORD105153,2024-03-16,C22799,P1113,S04,Offline,1,1084000,15.0,0.0,E-Wallet,Selesai
ORD105453,2024-08-18,C23366,P1012,S09,Offline,2,2866000,5.0,0.0,Kartu Kredit,Selesai
ORD103115,2025-11-03,C23440,P1008,S07,Offline,1,4748000,20.0,0.0,Transfer Bank,Selesai
ORD104367,2024-11-10,C25850,P1061,S99,Online,1,8033000,10.0,332000.0,Transfer Bank,Dibatalkan
ORD103272,2025-11-25,C22574,P1006,S99, Online ,1,3871000,30.0,325000.0,Cicilan 0%,Selesai
ORD100902,2025-05-18,C20481,P1100,S04,OFFLINE,1,1045000,10.0,0.0,Tunai,Selesai
ORD110639,2024-12-23,C20325,P1052,S99,Online,2,6358000,35.0,90000.0,Tunai,Retur
ORD109899,2025-07-13,C20167,P1154,S99,Online,3,138000,30.0,316000.0,Kartu Kredit,Selesai
ORD105044,27/02/2024,C21631,P1059,S07,Offline,2,6596000,0.0,0.0,Cicilan 0%,Selesai
ORD109230,2025-04-15,C21968,P1045,S03,Toko Fisik,1,13951000,10.0,0.0,,Selesai
ORD100493,2025-04-29,C26455,P1024,S02,Toko Fisik,1,6335000,15.0,0.0,e-wallet,Selesai
ORD109963,2024-03-01,C26144,P1107,S99,Online,1,996000,,197000.0,Kartu Kredit,Selesai
ORD103441,2024-02-16,C21725,P1061,S99,ONLINE,2,Rp 8.210.000,30.0,243000.0,Transfer Bank,Selesai
ORD101602,2024-10-04,C25294,P1103,S08,OFFLINE,1,870000,,0.0,Transfer Bank,Selesai
ORD104643,24/11/2024,C24897,P1125,S06,Offline,2,2490000,10.0,0.0,Transfer Bank,Selesai
ORD110712,22/08/2024,C21643,P1035,S99,online,1,3012000,20.0,266000.0,E-Wallet,Selesai
ORD108660,2025-12-11,C21419,P1106,S99,Online,1,Rp 805.000,15.0,148000.0,Kartu Kredit,Selesai
ORD109549,2024-02-01,C24715,P1119,S05,offline,1,882000,0.0,0.0,E-Wallet,Selesai
ORD103746,2025-11-02,C25829,P1160,S99,Online,1,505000,35.0,,E-Wallet,Selesai
ORD100150,2025-03-24,C24040,P1054,S05,Offline,2,2094000,20.0,0.0,E-Wallet,Selesai
ORD108940,2025-03-26,C24904,P1091,S07,Offline,1,684000,0.0,0.0,Transfer Bank,Selesai
ORD104098,2024-01-11,C23492,P1060,S12,Offline,4,3989000,5.0,0.0,Transfer Bank,Selesai
ORD110254,2024-11-17,C24497,P1081,S02,Offline,1,3785000,15.0,0.0,Cicilan 0%,Selesai
ORD102422,2025-07-07,C22439,P1090,S99,Online,2,189000,30.0,175000.0,Kartu Kredit,Selesai
ORD103592,2025-06-28,C20036,P1011,S10,Offline,2,7736000,5.0,0.0,Cicilan 0%,Selesai
ORD109993,2025-06-01,C25759,P1105,S99,Online,1,367000,20.0,495000.0,Kartu Kredit,Selesai
ORD103798,2025-01-04,C22927,P1120,S99,Online,2,Rp 117.000,,360000.0,Kartu Kredit,Selesai
ORD102848,2024-03-26,C25177,P1052,S99,online,1,5920000,25.0,235000.0,cicilan 0%,Selesai
ORD103617,23/06/2024,C22321,P1126,S99,Online,1,1234000,,145000.0,Tunai,Selesai
ORD101730,14/07/2024,C23450,P1120,S10,Offline,1,112000,0.0,0.0,Kartu Kredit,Selesai
ORD105583,2024-11-14,C23709,P1085,S09,Offline,2,3019000,,0.0,Cicilan 0%,Selesai
ORD106577,2025-02-12,C26152,P1160,S99,Online,1,534000,25.0,258000.0,Transfer Bank,Selesai
ORD100708,2025-07-13,C21719,P1023,S99,Online,2,Rp 4.048.000,10.0,497000.0,Kartu Kredit,Selesai
ORD106955,2024-02-01,C23556,P1126,S99,Online,1,1220000,20.0,81000.0,Transfer Bank,Retur
ORD110691,2024-03-18,C24736,P1142,S99,Online,1,2268000,30.0,422000.0,Tunai,Selesai
ORD102119,2025-07-09,C20257,P1024,S09,offline,1,6089000,0.0,0.0,Kartu Kredit,Selesai
ORD109224,2024-04-21,C21768,P1159,S05,Offline,2,124000,,0.0,Kartu Kredit,Selesai
ORD105216,2025-10-24,C20634,P1111,S99,Online,1,806000,30.0,69000.0,Transfer Bank,Selesai
ORD109065,2025-11-22,C25270,P1033,S99,ONLINE,1,Rp 4.202.000,20.0,467000.0,Transfer Bank,Selesai
ORD102338,2024-08-04,C26386,P1053,S99,Online,1,9533000,0.0,249000.0,Cicilan 0%,Selesai
ORD101090,2025-08-15,C26416,P1063,S08,Offline,3,3041000,10.0,0.0,,Selesai
ORD100035,2025-06-02,C21600,P1053,S99,Online,2,8831000,5.0,63000.0,cod,Selesai
ORD107983,2025-08-17,C24830,P1069,S06,Offline,1,Rp 2.235.000,10.0,0.0,E-Wallet,Selesai
ORD108665,2025-04-04,C21378,P1160,S99,Online,1,527000,20.0,304000.0,E-Wallet,Retur
ORD104755,2025-02-22,C25490,P1110,S05,Offline,2,1463000,15.0,0.0,Tunai,Selesai
ORD102036,2025-12-22,C20965,P1143,S99,ONLINE,1,2933000,15.0,309000.0,E-Wallet,Selesai
ORD110284,2025-05-10,C22837,P1043,S12,Offline,2,1751000,0.0,0.0,Credit Card,Selesai
ORD103973,2024-05-07,C24485,P1117,S02,Offline,1,1907000,5.0,0.0,Transfer Bank,Selesai
ORD104695,2024-09-07,C25690,P1008,S99,Online,1,4424000,5.0,244000.0,Kartu Kredit,Selesai
ORD106946,2024-12-24,C22962,P1149,S01,offline,1,1045000,10.0,0.0,Cash on Delivery,Dibatalkan
ORD100428,2025-10-28,C25565,P1013,S09,Offline,1,9666000,15.0,0.0,Kartu Kredit,Selesai
ORD111826,2025-07-14,C22113,P1048,S99,Online,1,2644000,10.0,471000.0,Transfer Bank,Selesai
ORD110332,2025-12-17,C24708,P1094,S12,Offline,1,462000,15.0,0.0,Transfer,Selesai
ORD104808,2024-10-27,C25498,P1105,S99,Online,1,365000,5.0,202000.0,Transfer Bank,Selesai
ORD109057,2024-02-06,C25013,P1071,S08,OFFLINE,2,1737000,0.0,0.0,Transfer Bank,Selesai
ORD103752,2025-01-07,C20435,P1083,S01,Offline,1,7479000,0.0,0.0,E-Wallet,Selesai
ORD102919,2024-09-21,C23477,P1150,S09,Offline,2,429000,0.0,0.0,E-Wallet,Selesai
ORD110897,27/04/2024,C23260,P1127,S99,Online,2,1256000,30.0,125000.0,Cicilan 0%,Selesai
ORD109755,2025-05-26,C25942,P1138,S99,Online,1,3070000,,111000.0,Transfer Bank,Selesai
ORD110804,2025-10-18,C25560,P1050,S12,Offline,1,3846000,5.0,0.0,Transfer Bank,Selesai
ORD106604,2024-01-26,C25606,P1151,S99,Online,1,93000,15.0,415000.0,Transfer Bank,Retur
ORD103721,2025-01-10,C23354,P1052,S02,Offline,1,5857000,10.0,0.0,Kartu Kredit,Selesai
ORD101617,2025-04-21,C21721,P1120,S99,Online,1,114000,10.0,273000.0,E-Wallet,Selesai
ORD105026,2025-12-28,C22215,P1063,S99, Online ,1,2897000,20.0,,,Selesai
ORD102069,14/04/2024,C22154,P1112,S99,Online,2,1710000,10.0,268000.0,Transfer Bank,Selesai
ORD108834,2025-04-11,C22063,P1110,S06,Offline,4,1295000,15.0,0.0,Kartu Kredit,Selesai
ORD110613,2025-09-25,C23846,P1112,S99,Online,1,1655000,,278000.0,E-Wallet,Selesai
ORD100704,2024-04-21,C24598,P1086,S99,Online,1,306000,5.0,,E-Wallet,Selesai
ORD106208,2024-03-03,C24233,P1063,S05,Offline,1,2981000,5.0,0.0,Kartu Kredit,Selesai
ORD103595,2025-12-07,C21547,P1101,S99,Online,2,1041000,35.0,76000.0,Transfer,Selesai
ORD101570,2025-11-13,C26122,P1142,S99,online,1,2496000,40.0,58000.0,Kartu Kredit,Selesai
ORD102109,2025-04-15,C20918,P1149,S99,online,1,1022000,15.0,196000.0,E-Wallet,Selesai
ORD109054,2025-03-31,C24611,P1124,S11,Offline,1,1006000,0.0,0.0,E-Wallet,Selesai
ORD105140,19/05/2024,C25762,P1049,S99,Online,3,5864000,5.0,117000.0,E-Wallet,Selesai
ORD100608,2024-11-18,C26078,P1170,S10,OFFLINE,3,287000,,0.0,E-Wallet,Selesai
ORD107614,2024-08-16,C23158,P1056,S99,Online,1,5637000,15.0,,Cicilan 0%,Selesai
ORD105438,2024-12-04,C24398,P1002,S99,Online,2,5705000,25.0,244000.0,Cicilan 0%,Dibatalkan
ORD109035,2025-07-28,C26406,P1034,S99,Online,1,1069000,10.0,436000.0,Transfer Bank,Selesai
ORD104233,2025-04-01,C22072,P1112,S08,Offline,1,1653000,5.0,0.0,Cicilan 0%,Selesai
ORD108215,2024-08-25,C26667,P1057,S02,Offline,2,7662000,10.0,0.0,Transfer Bank,Selesai
ORD102864,2024-04-16,C22998,P1113,S12,Offline,1,1040000,0.0,0.0,COD,Retur
ORD106639,2025-11-04,C25465,P1133,S99,Online,1,Rp 1.048.000,45.0,427000.0,EWallet,Selesai
ORD102714,2024-12-05,C22557,P1038,S09,Offline,1,4189000,10.0,0.0,E-Wallet,Selesai
ORD109495,2025-09-11,C22654,P1042,S04,Offline,2,1101000,0.0,0.0,Transfer Bank,Selesai
ORD102144,2025-09-14,C21750,P1073,S07,Offline,1,6751000,5.0,0.0,E-Wallet,Retur
ORD108661,05/06/2024,C24392,P1040,S99,Online,1,4962000,0.0,505000.0,E-Wallet,Selesai
ORD100758,2024-04-05,C25558,P1081,S99,Online,1,3600000,15.0,160000.0,Transfer Bank,Selesai
ORD110902,2024-04-05,C26163,P1144,S09,offline,1,2646000,0.0,0.0,E-Wallet,Selesai
ORD103244,2025-03-21,C23223,P1121,S04,Offline,1,700000,10.0,0.0,Transfer Bank,Selesai
ORD105210,2024-04-09,C21686,P1147,S99, Online ,2,1902000,10.0,59000.0,Kartu Kredit,Selesai
ORD106189,2025-04-05,C24102,P1089,S99,online,1,423000,10.0,119000.0,Tunai,Selesai
ORD109602,03/08/2025,C26536,P1125,S99, Online ,1,2340000,20.0,375000.0,E-Wallet,Selesai
ORD105664,2024-10-24,C23785,P1049,S99,Online,1,5955000,5.0,192000.0,Kartu Kredit,Selesai
ORD102927,2024-09-24,C26568,P1147,S06,OFFLINE,1,1710000,5.0,0.0,Kartu Kredit,Selesai
ORD101786,17/09/2024,C25195,P1041,S99,Online,1,5311000,20.0,105000.0,Cicilan 0 %,Selesai
ORD100399,2025-03-22,C22097,P1062,S99,Online,1,14219000,10.0,515000.0,Tunai,Selesai
ORD100930,2025-10-26,C20396,P1101,S99,Online,1,983000,10.0,281000.0,cod,Selesai
ORD110910,2024-09-10,C20493,P1056,S99,Online,1,5751000,10.0,148000.0,Tunai,Selesai
ORD100542,2025-03-24,C23394,P1041,S99,Online,1,5019000,0.0,259000.0,Kartu Kredit,Selesai
ORD110067,2024-02-25,C26613,P1138,S99,Online,1,2956000,30.0,190000.0,Tunai,Selesai
ORD104429,2024-11-10,C22093,P1126,S07,Offline,2,1320000,10.0,0.0,Transfer Bank,Selesai
